 M_ini      Z_ini  OmOc_ini  M       logL     logTe_c  logTe_nc      MBol        MV       U-B       B-V       V-K       V-R       V-I       J-K       H-K       G-V     Gbp-V     Grp-V    G_flag        BC      r_pol   oblat   g_pol    Omega_S      v_eq   v_crit1   v_crit2  Om/Om_cr lg(Md)  lg(Md_M) Ga_Ed H1         He4        C12        C13        N14        O16        O17        O18        Ne20       Ne22       Al26

  0.800  0.014000  0.000    0.800   -0.3641    3.6177    3.6180    5.6602    6.4661    1.3683    1.3192    3.1269    0.7546    1.4462    0.8111    0.1352   -0.4829    0.2280   -1.0717    0.0000   -0.8059  8.873E+10  1.0000   4.130  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.720E+00  0.266E+00  0.228E-02  0.277E-04  0.659E-03  0.572E-02  0.227E-05  0.129E-04  0.188E-02  0.152E-03  0.000E+00
  0.812  0.014000  0.000    0.812   -0.3513    3.6192    3.6191    5.6283    6.4272    1.3636    1.3144    3.1116    0.7508    1.4373    0.8086    0.1344   -0.4778    0.2288   -1.0633    0.0000   -0.7989  8.957E+10  1.0000   4.128  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.720E+00  0.266E+00  0.228E-02  0.277E-04  0.659E-03  0.572E-02  0.227E-05  0.129E-04  0.188E-02  0.152E-03  0.000E+00
  0.824  0.014000  0.000    0.824   -0.3394    3.6206    3.6205    5.5986    6.3908    1.3592    1.3099    3.0975    0.7475    1.4293    0.8063    0.1336   -0.4732    0.2295   -1.0557    0.0000   -0.7922  9.023E+10  1.0000   4.128  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.720E+00  0.266E+00  0.228E-02  0.277E-04  0.659E-03  0.572E-02  0.227E-05  0.129E-04  0.188E-02  0.152E-03  0.000E+00
  0.836  0.014000  0.000    0.836   -0.3285    3.6219    3.6219    5.5713    6.3570    1.3541    1.3056    3.0841    0.7441    1.4217    0.8040    0.1330   -0.4689    0.2302   -1.0484    0.0000   -0.7858  9.079E+10  1.0000   4.129  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.720E+00  0.266E+00  0.228E-02  0.277E-04  0.659E-03  0.572E-02  0.227E-05  0.129E-04  0.188E-02  0.152E-03  0.000E+00
  0.848  0.014000  0.000    0.848   -0.3177    3.6232    3.6232    5.5442    6.3235    1.3491    1.3015    3.0710    0.7408    1.4143    0.8017    0.1323   -0.4647    0.2308   -1.0414    0.0000   -0.7793  9.140E+10  1.0000   4.129  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.720E+00  0.266E+00  0.228E-02  0.277E-04  0.659E-03  0.572E-02  0.227E-05  0.129E-04  0.188E-02  0.152E-03  0.000E+00
  0.860  0.014000  0.000    0.860   -0.3079    3.6244    3.6243    5.5197    6.2929    1.3442    1.2976    3.0588    0.7376    1.4074    0.7997    0.1317   -0.4608    0.2314   -1.0349    0.0000   -0.7732  9.197E+10  1.0000   4.130  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.720E+00  0.266E+00  0.228E-02  0.277E-04  0.659E-03  0.572E-02  0.227E-05  0.129E-04  0.188E-02  0.152E-03  0.000E+00
  0.872  0.014000  0.000    0.872   -0.2979    3.6255    3.6254    5.4947    6.2617    1.3393    1.2938    3.0468    0.7346    1.4007    0.7976    0.1311   -0.4570    0.2319   -1.0285    0.0000   -0.7670  9.253E+10  1.0000   4.131  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.720E+00  0.266E+00  0.228E-02  0.277E-04  0.659E-03  0.572E-02  0.227E-05  0.129E-04  0.188E-02  0.152E-03  0.000E+00
  0.883  0.014000  0.000    0.883   -0.2889    3.6266    3.6267    5.4722    6.2333    1.3342    1.2901    3.0354    0.7316    1.3944    0.7956    0.1305   -0.4534    0.2324   -1.0225    0.0000   -0.7611  9.294E+10  1.0000   4.133  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.720E+00  0.266E+00  0.228E-02  0.277E-04  0.659E-03  0.572E-02  0.227E-05  0.129E-04  0.188E-02  0.152E-03  0.000E+00
  0.895  0.014000  0.000    0.895   -0.2795    3.6277    3.6277    5.4488    6.2038    1.3291    1.2864    3.0240    0.7286    1.3880    0.7937    0.1300   -0.4498    0.2329   -1.0165    0.0000   -0.7550  9.354E+10  1.0000   4.133  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.720E+00  0.266E+00  0.228E-02  0.277E-04  0.659E-03  0.572E-02  0.227E-05  0.129E-04  0.188E-02  0.152E-03  0.000E+00
  0.907  0.014000  0.000    0.907   -0.2698    3.6289    3.6288    5.4245    6.1724    1.3230    1.2822    3.0108    0.7251    1.3806    0.7914    0.1293   -0.4457    0.2334   -1.0095    0.0000   -0.7479  9.408E+10  1.0000   4.134  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.720E+00  0.266E+00  0.228E-02  0.277E-04  0.659E-03  0.572E-02  0.227E-05  0.129E-04  0.188E-02  0.152E-03  0.000E+00
